Computational Time (min),Simulation Time (min),Spatial Discretization (m),Arrival time of maximum depth (min) [1],Arrival time of maximum depth (min) [2],Arrival time of maximum depth (min) [3],Arrival time of maximum depth (min) [4],Arrival time of maximum depth (min) [5],Maximum Depth (m) [1],Maximum Depth (m) [2],Maximum Depth (m) [3],Maximum Depth (m) [4],Maximum Depth (m) [5],Arrival time of maximum velocity [1],Arrival time of maximum velocity [2],Arrival time of maximum velocity [3],Arrival time of maximum velocity [4],Arrival time of maximum velocity [5],Maximum velocity (m/s) [1],Maximum velocity (m/s) [2],Maximum velocity (m/s) [3],Maximum velocity (m/s) [4],Maximum velocity (m/s) [5],Flood arrival time (min) [1],Flood arrival time (min) [2],Flood arrival time (min) [3],Flood arrival time (min) [4],Flood arrival time (min) [5],Maximum force (tf) [1],Maximum force (tf) [2],Maximum force (tf) [3],Maximum force (tf) [4],Maximum force (tf) [5]
0.8985437,3,100,65,75,85,95,NaN,4.89875674247742,4.76278364658356,4.62727621197701,4.52157109975815,NaN,50,70,80,95,NaN,4.26431950770386,3.99600595750184,3.96519636526294,3.92503200802292,NaN,30,45,60,70,NaN,2.50103926331596,2.41793216705939,2.33390841010982,2.26734154479923,NaN
