x(m),Elapsed Time (sec), Depth (m),Discharge (m3/s),Velocity (m/s),Froude (-),Courant Number (-),WSE (m)
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2636.4217,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,106.648073400464
2636.4217,906.880392725225,16.0497414144093,186.039372893971,3.04479059881024,0.246690712585183,0.658507744429304,113.836400601312
2636.4217,1807.31625747922,20.489939194472,222.977054726719,2.81987968178377,0.202022567527183,0.696194592867135,118.276598381374
2636.4217,2702.81256142853,23.1716885184653,238.489057999838,2.65571165506097,0.178596050927911,0.711199859159478,120.958347705368
2636.4217,3600.6884067951,25.06397007691,247.240739168268,2.5376353637773,0.164012051186176,0.719491832608409,122.850629263812
2636.4217,4507.96478925312,26.3694385938482,247.410012265328,2.40999856562661,0.15177204774346,0.729218325856058,124.156097780751
2636.4217,5404.49999973578,26.6945994923527,231.039627103718,2.22108196945351,0.13907987854194,0.739777382823008,124.481258679255
2636.4217,6304.30633950762,26.2288557079716,207.457637831433,2.03055276866187,0.12831480478326,0.747707832458841,124.015514894874
2636.4217,7208.33096874737,25.4999049644482,189.981500839575,1.91390880036202,0.122721612300369,0.749017768623237,123.286564151351
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2876.0964,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,106.446860599273
2876.0964,906.880392725225,15.6244121393124,179.642550934814,3.0192632194614,0.248456798737627,0.650246577670622,113.209858525024
2876.0964,1807.31625747922,20.1759414563695,219.431386875655,2.82197795539873,0.203634403559891,0.691579236549254,117.761387842081
2876.0964,2702.81256142853,22.9078993233239,236.004632818462,2.65820796003789,0.179890681191134,0.707794298853263,120.493345709036
2876.0964,3600.6884067951,24.8498960818109,245.416152573887,2.54202035617573,0.1649707813661,0.716914765670829,122.435342467523
2876.0964,4507.96478925312,26.1918093651112,246.380262170756,2.41621642822144,0.152721311104691,0.727292464121481,123.777255750823
2876.0964,5404.49999973578,26.5778969534362,231.01549128741,2.23129061521407,0.140005520678347,0.738717688013213,124.163343339148
2876.0964,6304.30633950762,26.1587382788696,208.040117567499,2.04158842260467,0.129207319137949,0.747270462871138,123.744184664581
2876.0964,7208.33096874737,25.4605540283317,190.531896678075,1.92278462223059,0.123371734641469,0.748854557930392,123.046000414043
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3115.7711,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,106.245647798082
3115.7711,906.880392725225,15.2313140899622,173.491043323233,3.0005730589792,0.249742363526483,0.642294449871764,112.615547674483
3115.7711,1807.31625747922,19.846963447369,215.716204319104,2.81995132803031,0.205364590259774,0.686703440816326,117.23119703189
3115.7711,2702.81256142853,22.6523337405852,233.527733751804,2.66219417365851,0.181120126480901,0.704443511692334,120.036567325106
3115.7711,3600.6884067951,24.6273110334814,243.524655972922,2.54519719097462,0.165988988960952,0.714227033622845,122.011544618002
3115.7711,4507.96478925312,26.0176063444681,245.319048014882,2.42295713505955,0.153635715914645,0.725378237127332,123.401839928989
3115.7711,5404.49999973578,26.4538552820942,230.924008362998,2.24080084038289,0.140962189471387,0.737564017932096,123.838088866615
3115.7711,6304.30633950762,26.0895510692973,208.594179950694,2.0529590350954,0.130081515455482,0.746831844653592,123.473784653818
3115.7711,7208.33096874737,25.415588910316,191.057128875275,1.93133296123699,0.124049393060309,0.748626059860215,122.799822494837
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3355.4458,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,106.044434996891
3355.4458,906.880392725225,14.8196560308823,167.031828456764,2.96806276872849,0.251027137143249,0.63378984811555,112.002676814213
3355.4458,1807.31625747922,19.5319210573619,212.040043920693,2.82064031583638,0.206948929424503,0.681928874981776,116.714941840692
3355.4458,2702.81256142853,22.3854755610155,230.945429794059,2.66404921679702,0.182432347130514,0.700928721254475,119.568496344346
3355.4458,3600.6884067951,24.4103145325261,241.631440303024,2.54935035542216,0.166963613987505,0.711577087580742,121.593335315856
3355.4458,4507.96478925312,25.8354544582479,244.184871286891,2.42873379126866,0.154590087179301,0.723363283070153,123.018475241578
3355.4458,5404.49999973578,26.331600539297,230.789557314316,2.25064397700413,0.141889761169275,0.736408768864525,123.514621322627
3355.4458,6304.30633950762,26.0133829754372,209.096271885952,2.06380396469279,0.130983254451242,0.746306557164542,123.196403758768
3355.4458,7208.33096874737,25.3718200237053,191.583376687353,1.94036217735505,0.124721365049684,0.748411829898921,122.554840807036
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3595.1205,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,105.843222195701
3595.1205,906.880392725225,14.4428452348397,160.896258769392,2.94342630071247,0.251807828127182,0.625675575390069,111.424653216979
3595.1205,1807.31625747922,19.2018266843812,208.190173048487,2.81678137303101,0.208651142878882,0.676882018398463,116.183634666521
3595.1205,2702.81256142853,22.1269181692863,228.369923730203,2.6674309911051,0.183668963686634,0.697471611633126,119.108726151426
3595.1205,3600.6884067951,24.1845031319998,239.664555401462,2.55215712958262,0.167997972035092,0.70880963725826,121.166311114139
3595.1205,4507.96478925312,25.6568274006918,243.021768157663,2.43507406402791,0.155506756620994,0.721363540583904,122.638635382831
3595.1205,5404.49999973578,26.2016393109459,230.57957515274,2.25968516486628,0.142845140694,0.735155156647358,123.183447293086
3595.1205,6304.30633950762,25.9382030533297,209.557645762081,2.0748835792491,0.1318584129577,0.745775808189045,122.920011035469
3595.1205,7208.33096874737,25.3225625459911,192.08202136354,1.94904331790923,0.125421981052526,0.748129003426945,122.304370528131
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3834.7952,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,105.64200939451
3834.7952,906.880392725225,14.0495058541154,154.474435529875,2.90389619542561,0.252514521987688,0.617010334912947,110.830101035064
3834.7952,1807.31625747922,18.8867412615642,204.399358940912,2.81594992893494,0.210195901930946,0.671954485560852,115.667336442513
3834.7952,2702.81256142853,21.8572808198917,225.691016851115,2.66855470489553,0.184995135720412,0.693846361199672,118.637876000841
3834.7952,3600.6884067951,23.9647231207145,237.704568462386,2.55607689612721,0.16898906422835,0.706086406967296,120.745318301663
3834.7952,4507.96478925312,25.470434190851,241.785082109525,2.44039283508714,0.156465168668264,0.71926075140505,122.2510293718
3834.7952,5404.49999973578,26.0736166760293,230.333306191603,2.26913961343203,0.143773434680338,0.7339040700885,122.854211856978
3834.7952,6304.30633950762,25.8559327142619,209.963019871695,2.08537842000973,0.132761032719118,0.7451551755711,122.636527895211
3834.7952,7208.33096874737,25.2746052803697,192.574012527931,1.95814357475092,0.12611126677519,0.747858349650168,122.055200461319
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4074.4699,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,105.440796593319
4074.4699,906.880392725225,13.692951832146,148.446999538044,2.87320893187398,0.252703505903536,0.608818982557367,110.272334211904
4074.4699,1807.31625747922,18.5565536709181,200.423968193038,2.81001883517979,0.211848076610265,0.666739027927555,115.135936050676
4074.4699,2702.81256142853,21.5967062183863,223.027755089789,2.67137895873742,0.186240316197474,0.690287535816399,118.176088598145
4074.4699,3600.6884067951,23.7358432538767,235.667452680357,2.55853504695478,0.170042006305052,0.703240446896106,120.315225633635
4074.4699,4507.96478925312,25.2877833962269,240.524466180154,2.44634738799913,0.157385440862643,0.717176819515609,121.867165775985
4074.4699,5404.49999973578,25.9378402064753,230.012324827277,2.27776729591886,0.144731842677194,0.732553689331286,122.517222586234
4074.4699,6304.30633950762,25.774979191794,210.339098946716,2.09624108638946,0.133642785551362,0.744535612290327,122.354361571552
4074.4699,7208.33096874737,25.2207771324939,193.038151995178,1.96688746026386,0.126831004691689,0.747517754987199,121.800159512252
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4314.1446,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,105.239583792129
4314.1446,906.880392725225,13.321972902241,142.160675404739,2.8268001640302,0.252738607164749,0.600090197574955,109.700142480809
4314.1446,1807.31625747922,18.2425196641979,196.528885503039,2.80743789820913,0.213330164074704,0.661662596575781,114.620689242765
4314.1446,2702.81256142853,21.3244700388759,220.248227187914,2.67162891323928,0.187571271048852,0.686547926492049,117.702639617443
4314.1446,3600.6884067951,23.5136099602841,233.634270258141,2.5621137136111,0.171044118475808,0.700439790944845,119.891779538852
4314.1446,4507.96478925312,25.0969753731603,239.188371518209,2.45120302064154,0.158348582342679,0.714986811050041,121.475144951728
4314.1446,5404.49999973578,25.8044712423138,229.649425469803,2.28677122992689,0.145657018439986,0.731205399178045,122.182640820881
4314.1446,6304.30633950762,25.6869601803653,210.652364535805,2.10644138938285,0.134549468826462,0.743822596452564,122.065129758933
4314.1446,7208.33096874737,25.1684717615033,193.498828052727,1.97611154007337,0.12754195487851,0.747190468268704,121.546641340071
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4553.8193,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,105.038370990938
4553.8193,906.880392725225,12.9898855735946,136.338736091127,2.79031924108172,0.252271244885191,0.591928512026174,109.166842350971
4553.8193,1807.31625747922,17.9134904382554,192.449857845781,2.79932365995561,0.21491650476368,0.65628955680327,114.090447215632
4553.8193,2702.81256142853,21.0618696664189,217.496055085229,2.67376667669229,0.188818246760541,0.682884522751531,117.238826443796
4553.8193,3600.6884067951,23.2818937892598,231.529942201421,2.56422011615298,0.172116202760284,0.697515812821863,119.458850566637
4553.8193,4507.96478925312,24.9107519945018,237.836913757113,2.45679990045271,0.159274747324706,0.712821439792442,121.087708771879
4553.8193,5404.49999973578,25.6629766073474,229.215820277049,2.29494752446161,0.14661727014858,0.729757422757619,121.839933384724
4553.8193,6304.30633950762,25.6004780859164,210.937608367072,2.11703661698731,0.135435573868382,0.743111749562351,121.777434863293
4553.8193,7208.33096874737,25.1099290140407,193.925774851628,1.98491621886212,0.128281828919244,0.746789075317158,121.286885791418
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4793.494,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,104.837158189747
4793.494,906.880392725225,12.645515460313,130.286828938449,2.73761222458384,0.251566791607805,0.583253062051172,108.621259436499
4793.494,1807.31625747922,17.6017386894552,188.471838124994,2.79487816344073,0.21631899814075,0.651075623902494,113.577482665641
4793.494,2702.81256142853,20.7877233857725,214.62908449931,2.67317797932077,0.190155662346929,0.679036419923008,116.763467361959
4793.494,3600.6884067951,23.0571877802694,229.434824555034,2.56755124484273,0.173135855452393,0.694641666475706,119.032931756456
4793.494,4507.96478925312,24.715994774745,236.40871850457,2.46123301120074,0.160245293632219,0.71054724043241,120.691738750931
4793.494,5404.49999973578,25.5244397540514,228.753309845755,2.30364916432888,0.147549408120925,0.728319079715644,121.500183730238
4793.494,6304.30633950762,25.5065997177631,211.162962894882,2.12698288014911,0.136350199394939,0.742307974765064,121.482343693949
4793.494,7208.33096874737,25.0529954634826,194.344728958725,1.99417428892505,0.129009354406581,0.746400063248012,121.028739439669
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5033.1687,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,104.635945388557
5033.1687,906.880392725225,12.340691340231,124.760178467909,2.69591406945721,0.250408538261173,0.575239054393818,108.115222515226
5033.1687,1807.31625747922,17.2752857255811,184.305882157517,2.78437954733248,0.217813342438653,0.645553955691916,113.049816900577
5033.1687,2702.81256142853,20.5238024603835,211.798370295288,2.67463639933804,0.191404685422086,0.675272464865262,116.298333635379
5033.1687,3600.6884067951,22.8229099447542,227.253266387554,2.56915068045836,0.174218612513739,0.691633580698714,118.59744111975
5033.1687,4507.96478925312,24.5261396370119,234.964692733982,2.46642684134425,0.161174143321763,0.70829957116879,120.300670812007
5033.1687,5404.49999973578,25.3777568354455,228.210433175704,2.31139306645755,0.148512436655015,0.726775626748432,121.152288010441
5033.1687,6304.30633950762,25.4140961679242,211.35603873079,2.13730116595615,0.137240185656431,0.741505988478584,121.18862734292
5033.1687,7208.33096874737,24.9899881156686,194.730445924569,2.00301847565414,0.129768507155287,0.745935538967014,120.764519290664
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5272.8434,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,104.434732587366
5272.8434,906.880392725225,12.0258092149753,119.037285425282,2.63797447198512,0.248942301263482,0.566749991469815,107.59912758878
5272.8434,1807.31625747922,16.9672685199792,180.26597015863,2.77791902200971,0.219113733376565,0.640215340384015,112.540586893784
5272.8434,2702.81256142853,20.2479250476923,208.838483950247,2.67301448720859,0.192735427715741,0.671310900482314,115.821243421497
5272.8434,3600.6884067951,22.5959374878359,225.092997177996,2.57215009325794,0.175250881314458,0.688683889659672,118.169255861641
5272.8434,4507.96478925312,24.3278284991135,233.445394531557,2.47040736474637,0.162151450470665,0.705940729156065,119.901146872918
5272.8434,5404.49999973578,25.2338249188884,227.63954232351,2.3196913783034,0.149445497849998,0.725243543799854,120.807143292693
5272.8434,6304.30633950762,25.3146221182016,211.48501941482,2.1469099231913,0.138158075416386,0.740608077997986,120.887940492006
5272.8434,7208.33096874737,24.9286537453842,195.104061626508,2.0122933259281,0.130512998380092,0.745481327821253,120.501972119189
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5512.5181,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,104.233519786175
5512.5181,906.880392725225,11.7508101510308,113.88339887786,2.59197830858772,0.2470994434245,0.559008669863088,107.122915723645
5512.5181,1807.31625747922,16.6448220829354,176.036690674665,2.76488421864642,0.220490530145129,0.634560254344403,112.016927655549
5512.5181,2702.81256142853,19.9833242497035,205.929232613262,2.67366850057456,0.193975484976329,0.667445647785305,115.355429822318
5512.5181,3600.6884067951,22.3595511997819,222.844960013486,2.57331692465083,0.17634943035454,0.685595853657934,117.731656772396
5512.5181,4507.96478925312,24.1345537716518,231.917596483794,2.47524742186695,0.163087324034473,0.703613742530464,119.506659344266
5512.5181,5404.49999973578,25.0819131454471,226.984986129589,2.32695763433084,0.150409354120423,0.723603192549619,120.454018718061
5512.5181,6304.30633950762,25.2166730000167,211.592112610847,2.15701804722515,0.139056723909411,0.739717679794823,120.588778572631
5512.5181,7208.33096874737,24.8608375531311,195.443359911925,2.02113705550387,0.131289812473898,0.744950789341675,120.232943125745
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5752.1928,1,8.86141421356114,275.073868698097,8.41590398929475,0.939888191820263,0.072473475049131,104.032306984985
5752.1928,906.880392725225,11.467948354316,108.571245867025,2.53030743783931,0.24490247552154,0.550846579632081,106.638841125739
5752.1928,1807.31625747922,16.341913455649,171.959758093255,2.75628497168869,0.221664504272232,0.629114602399278,111.512806227072
5752.1928,2702.81256142853,19.7065733477723,202.890965332775,2.67103257810301,0.195300715106744,0.663377058035886,114.877466119196
5752.1928,3600.6884067951,22.1305589208162,220.619162531034,2.57593554024473,0.177392268639762,0.682568816748372,117.30145169224
5752.1928,4507.96478925312,23.9327272528229,230.314146689639,2.47881244238618,0.164073232162557,0.701173618914489,119.103620024246
5752.1928,5404.49999973578,24.9329859822809,226.309470151398,2.33485980426218,0.151344992702725,0.721978806339969,120.103878753704
5752.1928,6304.30633950762,25.1113152894041,211.627336661045,2.16631482556526,0.139980775677203,0.738726275764346,120.282208060828
5752.1928,7208.33096874737,24.7947075985665,195.77145358999,2.03043928452833,0.132052316267024,0.744431492209677,119.96560036999
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
