Computational Time (min),Simulation Time (min),Spatial Discretization (m),Arrival time of maximum depth (min) [1],Arrival time of maximum depth (min) [2],Arrival time of maximum depth (min) [3],Arrival time of maximum depth (min) [4],Arrival time of maximum depth (min) [5],Maximum Depth (m) [1],Maximum Depth (m) [2],Maximum Depth (m) [3],Maximum Depth (m) [4],Maximum Depth (m) [5],Arrival time of maximum velocity [1],Arrival time of maximum velocity [2],Arrival time of maximum velocity [3],Arrival time of maximum velocity [4],Arrival time of maximum velocity [5],Maximum velocity (m/s) [1],Maximum velocity (m/s) [2],Maximum velocity (m/s) [3],Maximum velocity (m/s) [4],Maximum velocity (m/s) [5],Flood arrival time (min) [1],Flood arrival time (min) [2],Flood arrival time (min) [3],Flood arrival time (min) [4],Flood arrival time (min) [5],Maximum force (tf) [1],Maximum force (tf) [2],Maximum force (tf) [3],Maximum force (tf) [4],Maximum force (tf) [5]
1.51776628,2,239.6747,75,120,0,0,NaN,27.9323834886945,17.548595042945,8.86141421356114,8.86141421356114,NaN,0,0,0,0,NaN,8.65289741026423,8.41590398929475,7.0380841476976,5.47284229753818,NaN,15,60,NaN,NaN,NaN,16.1073535104261,9.94557260461665,5.45925708439914,5.14969839395313,NaN
