Computational Time (min),Simulation Time (min),Spatial Discretization (m),Arrival time of maximum depth (min) [1],Arrival time of maximum depth (min) [2],Arrival time of maximum depth (min) [3],Arrival time of maximum depth (min) [4],Arrival time of maximum depth (min) [5],Maximum Depth (m) [1],Maximum Depth (m) [2],Maximum Depth (m) [3],Maximum Depth (m) [4],Maximum Depth (m) [5],Arrival time of maximum velocity [1],Arrival time of maximum velocity [2],Arrival time of maximum velocity [3],Arrival time of maximum velocity [4],Arrival time of maximum velocity [5],Maximum velocity (m/s) [1],Maximum velocity (m/s) [2],Maximum velocity (m/s) [3],Maximum velocity (m/s) [4],Maximum velocity (m/s) [5],Flood arrival time (min) [1],Flood arrival time (min) [2],Flood arrival time (min) [3],Flood arrival time (min) [4],Flood arrival time (min) [5],Maximum force (tf) [1],Maximum force (tf) [2],Maximum force (tf) [3],Maximum force (tf) [4],Maximum force (tf) [5]
9.66243761333333,3,100,61.5,68,75.5,82.5,NaN,2.74247616891201,2.72944807197696,2.71421005352299,2.70149424614191,NaN,54,67,74,82.5,NaN,5.97830430669539,5.8754916373813,5.86277434284324,5.8477514815518,NaN,26.5,37.5,49,59.5,NaN,1.27451152190142,1.26498713338145,1.25439914572395,1.24550554190776,NaN
